,id,title,releaseStatus,type,runtimeSeconds,rating,ratingCount,genres,description,duration,releaseYear,countriesOfOrigin,directors,writers,cast,suggestionsID,suggestionsTitle,keywords,quotes,imageUrl
48,tt1508238,Apocalypse: The Second World War,True,movie,3600,9.0,16386,"Documentary:,:History:,:War","This six-part series traces the Second World War, from the rise of the Nazis to the surrender of the Japanese, with detailed portraits of key figures.",1h,2009.0,France,,,"Mathieu Kassovitz:,:Martin Sheen:,:Jonathan Booth:,:Rudolf Hess","tt0071075:,:tt1877514:,:tt2571774:,:tt0098769:,:tt0081834:,:tt1533395:,:tt0092337:,:tt1806234:,:tt4742876:,:tt0081846:,:tt9735318:,:tt2092588","The World at War:,:The Vietnam War:,:Africa:,:The Civil War:,:Das Boot:,:Life:,:Dekalog:,:Human Planet:,:TVF Pitchers:,:Cosmos:,:The Beatles: Get Back:,:Frozen Planet","cannon fodder:,:institutional brutality:,:carnage:,:mass murder:,:military alliance",,https://m.media-amazon.com/images/M/MV5BZDQwMjdmZTctODU5MS00NDFmLWFmODYtZTUzMzAzOTFlNTMwXkEyXkFqcGc@._V1_.jpg
49,tt4934214,Taskmaster,True,movie,2700,9.0,23967,"Comedy:,:Game-Show","Five comedians are set tasks challenging their creativity and wit. The tasks are supervised by Alex Horne but the Taskmaster, Greg Davies, always has the final word.",45m,2015.0,United Kingdom,,,"Greg Davies:,:Alex Horne:,:Kerry Godliman:,:Ed Gamble:,:Sarah Kendall:,:Sophie Duker:,:Richard Herring:,:Lou Sanders:,:Alan Davies:,:Liza Tarbuck:,:Dara Ó Briain:,:Morgana Robinson:,:Kiell Smith-Bynoe:,:James Acaster:,:Mae Martin:,:Sue Perkins:,:Asim Chaudhry:,:Sian Gibson","tt0096548:,:tt0081912:,:tt2571774:,:tt0092337:,:tt0072500:,:tt2092588:,:tt0063929:,:tt6769208:,:tt9735318:,:tt1806234:,:tt0071075:,:tt0296310","Blackadder Goes Forth:,:Only Fools and Horses:,:Africa:,:Dekalog:,:Fawlty Towers:,:Frozen Planet:,:Monty Python's Flying Circus:,:Blue Planet II:,:The Beatles: Get Back:,:Human Planet:,:The World at War:,:The Blue Planet","game:,:comedian:,:challenge:,:task:,:host",,https://m.media-amazon.com/images/M/MV5BY2RmNmM1YzAtOWJlMi00NTdiLWEwN2MtNDliNGI3NmUxMTk3XkEyXkFqcGc@._V1_.jpg
50,tt2571774,Africa,True,movie,3000,8.9,19045,Documentary,"Africa, the world's wildest continent. David Attenborough takes us on an awe-inspiring journey through one of the most diverse places in the world. We visit deserts, savannas, and jungles and meet up with some of Africa's amazing ...",50m,2013.0,United Kingdom,,,"David Attenborough:,:Simon Blakeney:,:Bill Rudolph:,:Mike Fox:,:Justin Maguire:,:Warwick Sloss:,:Mark Deeble:,:Martyn Colbeck:,:Hugh Pearson:,:Matthew Wright:,:Kevin Flay:,:Mark MacEwen:,:Justine Evans:,:Hugh Miller:,:James Aldred:,:E.O. Wilson:,:Andres Bifani:,:Paul Brehem","tt2092588:,:tt1806234:,:tt1533395:,:tt0296310:,:tt9253866:,:tt1508238:,:tt6769208:,:tt0081834:,:tt0098769:,:tt0071075:,:tt0081846:,:tt0092337","Frozen Planet:,:Human Planet:,:Life:,:The Blue Planet:,:Our Planet:,:Apocalypse: The Second World War:,:Blue Planet II:,:Das Boot:,:The Civil War:,:The World at War:,:Cosmos:,:Dekalog","jungle:,:africa:,:nature documentary:,:nature:,:tv mini series",,https://m.media-amazon.com/images/M/MV5BNWIxM2MyYzItMzZkMC00YTI4LWI4M2UtNWNlYjk5MzU5YjY2XkEyXkFqcGc@._V1_.jpg
51,tt22248376,Frieren: Beyond Journey's End,True,movie,1500,8.9,35560,"Animation:,:Adventure:,:Comedy",Elf mage Frieren and her fellow adventurers have defeated the Demon King and brought peace to the land. But Frieren will long outlive the rest of her former party. How will she come to understand what life means to the people arou...,25m,2023.0,Japan,,,"Atsumi Tanezaki:,:Kana Ichinose:,:Mallorie Rodak:,:Jill Harris:,:Nobuhiko Okamoto:,:Hiroki Tôchi:,:Jason Douglas:,:Clifford Chapin:,:Yôji Ueda:,:Chris Guerrero:,:Chiaki Kobayashi:,:Jordan Dash Cruz:,:Rebecca Danae:,:Sayumi Suzushiro:,:Jirô Saitô:,:Kento Shiraishi:,:Ben Phillips:,:Eiji Hanawa","tt10233448:,:tt2098220:,:tt26743760:,:tt30217403:,:tt12343534:,:tt1355642:,:tt13616990:,:tt1910272:,:tt13293588:,:tt9335498:,:tt2560140:,:tt21975436","Vinland Saga:,:Hunter x Hunter:,:The Apothecary Diaries:,:Dandadan:,:Jujutsu Kaisen:,:Fullmetal Alchemist: Brotherhood:,:Chainsaw Man:,:Steins;Gate:,:Mushoku Tensei: Jobless Reincarnation:,:Demon Slayer: Kimetsu no Yaiba:,:Attack on Titan:,:Kaiju No. 8","shounen:,:based on manga:,:2d animation:,:anime animation:,:magic",,https://m.media-amazon.com/images/M/MV5BZTI4ZGMxN2UtODlkYS00MTBjLWE1YzctYzc3NDViMGI0ZmJmXkEyXkFqcGc@._V1_.jpg
52,tt7137906,When They See Us,True,movie,4500,8.8,146533,"Biography:,:Crime:,:Drama",Five teens from Harlem become trapped in a nightmare when they're falsely accused of a brutal attack in Central Park. Based on the true story.,1h 15m,2019.0,United States,,,"Asante Blackk:,:Caleel Harris:,:Ethan Herisse:,:Marquis Rodriguez:,:Marsha Stephanie Blake:,:Kylie Bunbury:,:John Leguizamo:,:Niecy Nash:,:Suzzanne Douglas:,:Michael Kenneth Williams:,:Jharrel Jerome:,:Aunjanue Ellis-Taylor:,:Felicity Huffman:,:Len Cariou:,:William Sadler:,:Adepero Oduye:,:Alexandra Templer:,:Denia Brache","tt8420184:,:tt7909970:,:tt2707408:,:tt5290382:,:tt2401256:,:tt10048342:,:tt7366338:,:tt2085059:,:tt2802850:,:tt2442560:,:tt4786824:,:tt0185906","The Last Dance:,:Unbelievable:,:Narcos:,:Mindhunter:,:The Night Of:,:The Queen's Gambit:,:Chernobyl:,:Black Mirror:,:Fargo:,:Peaky Blinders:,:The Crown:,:Band of Brothers","new york city:,:rape accusation:,:suffering:,:1980s:,:tv mini series",,https://m.media-amazon.com/images/M/MV5BMGU0MDIzZTAtYjBjZi00ZDQ1LThlYzctNWJkOWU4NTI5OWNkXkEyXkFqcGc@._V1_.jpg
53,tt0108778,Friends,True,movie,1320,8.9,1134603,"Comedy:,:Romance",Follows the personal and professional lives of six twenty to thirty year-old friends living in the Manhattan borough of New York City.,22m,1994.0,United States,,,"Jennifer Aniston:,:Courteney Cox:,:Lisa Kudrow:,:Matt LeBlanc:,:Matthew Perry:,:David Schwimmer:,:James Michael Tyler:,:Elliott Gould:,:Christina Pickles:,:Maggie Wheeler:,:Paul Rudd:,:Jane Sibbett:,:Helen Baxendale:,:Jessica Hecht:,:June Gable:,:Tom Selleck:,:Giovanni Ribisi:,:Aisha Tyler","tt0898266:,:tt0386676:,:tt0460649:,:tt1442437:,:tt2467372:,:tt4574334:,:tt11337862:,:tt0292518:,:tt0944947:,:tt1475582:,:tt0903747:,:tt2085059","The Big Bang Theory:,:The Office:,:How I Met Your Mother:,:Modern Family:,:Brooklyn Nine-Nine:,:Stranger Things:,:Friends: The Reunion:,:Friends: The Stuff You've Never Seen:,:Game of Thrones:,:Sherlock:,:Breaking Bad:,:Black Mirror","friendship:,:friend:,:new york city:,:boyfriend girlfriend relationship:,:famous opening theme","See? Unisex.:,:Maybe *you* need sex. I just had it a few days ago.:,:No, Joey, U-N-I-sex.:,:I wouldn't say no to that.",https://m.media-amazon.com/images/M/MV5BOTU2YmM5ZjctOGVlMC00YTczLTljM2MtYjhlNGI5YWMyZjFkXkEyXkFqcGc@._V1_.jpg
54,tt3530232,Last Week Tonight with John Oliver,True,movie,1800,8.8,99503,"Comedy:,:News:,:Talk-Show",Former Daily Show host and correspondent John Oliver brings his persona to this weekly news satire program.,30m,2014.0,United States,,,"John Oliver:,:David Kaye:,:Ryan Barger:,:Noel MacNeal:,:Alberto Bonilla:,:H. Jon Benjamin:,:Susan Evans:,:Rachel Dratch:,:James Wojtal:,:Michael Torpey:,:Gilbert Gottfried:,:Kyle Ploof:,:Paul McGinnis:,:Moujan Zolfaghari:,:George Clooney:,:Nick Offerman:,:Connor Ratliff:,:Alex Webb","tt2092588:,:tt0353049:,:tt1806234:,:tt0098769:,:tt4742876:,:tt2571774:,:tt0096548:,:tt0063929:,:tt0296310:,:tt2297757:,:tt0081834:,:tt6769208","Frozen Planet:,:Chappelle's Show:,:Human Planet:,:The Civil War:,:TVF Pitchers:,:Africa:,:Blackadder Goes Forth:,:Monty Python's Flying Circus:,:The Blue Planet:,:Nathan for You:,:Das Boot:,:Blue Planet II","news satire:,:late night talk show:,:2010s:,:2020s:,:21st century",The point is.,https://m.media-amazon.com/images/M/MV5BZTRmMWEyZDUtNWUyNy00ZWUyLThkZmUtYzAwZjFmNGJjMDY3XkEyXkFqcGc@._V1_.jpg
55,tt0472954,It's Always Sunny in Philadelphia,True,movie,1320,8.8,263741,Comedy,Five friends with big egos and small brains are the proprietors of an Irish pub in Philadelphia.,22m,2005.0,United States,,,"Charlie Day:,:Glenn Howerton:,:Rob McElhenney:,:Kaitlin Olson:,:Danny DeVito:,:Mary Elizabeth Ellis:,:David Hornsby:,:Artemis Pebdani:,:Lynne Marie Stewart:,:Sandy Martin:,:David Zdunich:,:Lance Barber:,:Andrew Friedman:,:Gregory Scott Cummins:,:Jimmi Simpson:,:Nate Mooney:,:Michael Naughton:,:Catherine Reitman","tt0386676:,:tt1266020:,:tt0367279:,:tt0098904:,:tt0264235:,:tt14218830:,:tt0121955:,:tt0108778:,:tt1442437:,:tt2861424:,:tt7908628:,:tt1439629","The Office:,:Parks and Recreation:,:Arrested Development:,:Seinfeld:,:Curb Your Enthusiasm:,:Abbott Elementary:,:South Park:,:Friends:,:Modern Family:,:Rick and Morty:,:What We Do in the Shadows:,:Community","satire:,:irish pub:,:pub:,:bartender:,:crude humor","What do we need a mattress for?:,:What do you mean what do we need a mattress for? Why in the hell do you think we just spent all that money on a boat? The whole purpose of buying the boat in the first place was to get the ladies nice and tipsy topside so we can take 'em to a nice comfortable place below deck and, you know, they can't refuse, because of the implication.:,:Oh, uh... okay. You had me going there for the first part. The second half kinda threw me.:,:Well, dude, dude, think about it. She's out in the middle of nowhere with some dude she barely knows. You know, she looks around and what does she see? Nothin' but open ocean. ""Ahh, there's nowhere for me to run! What am I gonna do, say no?"":,:Okay. That... that seems really dark.:,:Nah, no, it's not dark. You're misunderstanding me, bro.:,:I'm-I think I am.:,:Yeah, you are, because if the girl said no then the answer obviously is no...:,:No. Right.:,:But the thing is she's not gonna say no; she would never say no because of the implication.:,:...Now, you've said that word ""implication"" a couple of times. Wha-what implication?:,:The implication that things might go wrong for her if she refuses to sleep with me. Now, not that things are gonna go wrong for her, but she's thinkin' that they will.:,:But it sounds like she doesn't wanna have sex with you...:,:Why aren't you understanding this? She-she doesn't know if she wants to have sex with me! That's not the issue...:,:Are you gonna hurt women?:,:I'm not gonna hurt these women! Why would I ever hurt these women? I feel like you're not getting this at all!:,:I'm not getting it.:,:Goddamn.:,:Well, don't you look at me like that. You certainly wouldn't be in any danger.:,:So they are in danger!:,:No one's in any danger!",https://m.media-amazon.com/images/M/MV5BZTEyY2Q1MmYtNDZmOS00NDM2LWFjZDAtMTU5MmU1MWU3YzNhXkEyXkFqcGc@._V1_.jpg
56,tt7660850,Succession,True,movie,3600,8.8,309391,"Comedy:,:Drama","The Roy family is known for controlling the biggest media and entertainment company in the world. However, their world changes when their father steps down from the company.",1h,2018.0,United States,,,"Nicholas Braun:,:Brian Cox:,:Kieran Culkin:,:Peter Friedman:,:Matthew Macfadyen:,:Alan Ruck:,:Sarah Snook:,:Jeremy Strong:,:J. Smith-Cameron:,:Scott Nicholson:,:Dagmara Dominczyk:,:Justine Lupe:,:David Rasche:,:Hiam Abbass:,:Arian Moayed:,:Juliana Canfield:,:Fisher Stevens:,:Rob Yang","tt0141842:,:tt0306414:,:tt3581920:,:tt2356777:,:tt3032476:,:tt7366338:,:tt0386676:,:tt14452776:,:tt0903747:,:tt0944947:,:tt10986410:,:tt1190634","The Sopranos:,:The Wire:,:The Last of Us:,:True Detective:,:Better Call Saul:,:Chernobyl:,:The Office:,:The Bear:,:Breaking Bad:,:Game of Thrones:,:Ted Lasso:,:The Boys","business:,:media empire:,:wealth:,:dysfunctional family:,:betrayal",,https://m.media-amazon.com/images/M/MV5BNTEwNTFkZTktMzI1OC00YmRjLWE5NTUtYmZhMmJlNGUxMWU1XkEyXkFqcGc@._V1_.jpg
57,tt4742876,TVF Pitchers,True,movie,2400,9.1,75306,"Comedy:,:Drama",A story of trials and tribulations of four young entrepreneurs who quit their day jobs in order to pursue their start up venture.,40m,2015.0,India,,,"Naveen Kasturia:,:Arunabh Kumar:,:Abhay Mahajan:,:Gopal Datt:,:Pranav Bhasin:,:Jasmeet Singh Bhatia:,:Jitendra Kumar:,:Arpan Das:,:Shreya Singh:,:Ronjini Chakraborty:,:Vidushi Kaul:,:Saad Bilgrami:,:Luv Vispute:,:Ketaki Narayan:,:Madan Deodhar:,:Durin Das:,:Ridhi Dogra:,:Akanksha Thakur","tt12004706:,:tt12392504:,:tt1831164:,:tt9432978:,:tt0081834:,:tt14392248:,:tt0092337:,:tt1533395:,:tt1508238:,:tt0071075:,:tt2571774:,:tt1877514","Panchayat:,:Scam 1992: The Harshad Mehta Story:,:Leyla and Mecnun:,:Kota Factory:,:Das Boot:,:Aspirants:,:Dekalog:,:Life:,:Apocalypse: The Second World War:,:The World at War:,:Africa:,:The Vietnam War","tvf:,:start up:,:entrepreneur",,https://m.media-amazon.com/images/M/MV5BZDYxYTQxM2MtMDkxYi00ZjgzLTg0ODEtMWEzZjYzZTM5OGRiXkEyXkFqcGc@._V1_.jpg
58,tt0200276,The West Wing,True,movie,2520,8.9,91108,Drama,Inside the lives of staffers in the West Wing of the White House.,42m,1999.0,United States,,,"Martin Sheen:,:Rob Lowe:,:Allison Janney:,:John Spencer:,:Bradley Whitford:,:Janel Moloney:,:Richard Schiff:,:Dulé Hill:,:NiCole Robinson:,:Melissa Fitzgerald:,:Joshua Malina:,:Stockard Channing:,:Kim Webster:,:Kris Murphy:,:Timothy Davis-Reed:,:Mary McCormack:,:William Duffy:,:Peter James Smith","tt0098769:,:tt0096548:,:tt2571774:,:tt1806234:,:tt0098904:,:tt0063929:,:tt6769208:,:tt0264235:,:tt3530232:,:tt0303461:,:tt0081834:,:tt9735318","The Civil War:,:Blackadder Goes Forth:,:Africa:,:Human Planet:,:Seinfeld:,:Monty Python's Flying Circus:,:Blue Planet II:,:Curb Your Enthusiasm:,:Last Week Tonight with John Oliver:,:Firefly:,:Das Boot:,:The Beatles: Get Back","dialogue driven:,:the white house washington d.c.:,:american politician:,:political drama:,:president","This guy's walkin' down a street when he falls in a hole. The walls are so steep he can't get out. A doctor passes by and the guy shouts up, ""Hey you! Can you help me out?"" The doctor writes a prescription, throws it down in the hole, and moves on. Then a priest comes along and the guy shouts up, ""Father, I'm down in this hole; can you help me out?"" The priest writes out a prayer, throws it down in the hole and moves on. Then a friend walks by. ""Hey, Joe, it's me. Can ya help me out?"" And the friend jumps in the hole. Our guy says, ""Are ya stupid? Now we're both down here."" The friend says, ""Yeah, but I've been down here before and I know the way out.",https://m.media-amazon.com/images/M/MV5BY2I2Mzc0YjItN2I3MS00NjNjLWE5OWUtYmQzMjkxZjIwOGY5XkEyXkFqcGc@._V1_.jpg
59,tt0388629,One Piece,True,movie,1440,9.0,284700,"Animation:,:Action:,:Adventure","Monkey D. Luffy sets off on an adventure with his pirate crew in hopes of finding the greatest treasure ever, known as the ""One Piece.""",24m,1999.0,Japan,,,"Mayumi Tanaka:,:Akemi Okamura:,:Laurent Vernin:,:Tony Beck:,:Kazuya Nakai:,:Kappei Yamaguchi:,:Hiroaki Hirata:,:Ikue Ôtani:,:Colleen Clinkenbeard:,:Yuriko Yamaguchi:,:Mahito Ôba:,:Kazuki Yao:,:Chikao Ôtsuka:,:Luci Christian:,:Christopher Sabat:,:Sonny Strait:,:Eric Vale:,:Chô","tt11737520:,:tt33992229:,:tt33998607:,:tt7631058:,:tt0988824:,:tt2560140:,:tt2098220:,:tt0409591:,:tt12343534:,:tt0877057:,:tt9335498:,:tt1355642","One Piece:,:One Piece Log: Fish-Man Island Saga:,:One Piece Fan Letter:,:The Lord of the Rings: The Rings of Power:,:Naruto: Shippuden:,:Attack on Titan:,:Hunter x Hunter:,:Naruto:,:Jujutsu Kaisen:,:Death Note:,:Demon Slayer: Kimetsu no Yaiba:,:Fullmetal Alchemist: Brotherhood","pirate:,:monkey d. luffy character:,:anime:,:quest:,:treasure",I'm the man who's going to be the Pirate King!,https://m.media-amazon.com/images/M/MV5BMTNjNGU4NTUtYmVjMy00YjRiLTkxMWUtNzZkMDNiYjZhNmViXkEyXkFqcGc@._V1_.jpg
60,tt0063929,Monty Python's Flying Circus,True,movie,1800,8.8,82087,Comedy,The original surreal sketch comedy showcase for the Monty Python troupe.,30m,1969.0,United Kingdom,,,"Graham Chapman:,:John Cleese:,:Terry Gilliam:,:Eric Idle:,:Terry Jones:,:Michael Palin:,:Carol Cleveland:,:John Hughman:,:Monty Python:,:Ian Davidson:,:Frank Lester:,:The Fred Tomlinson Singers:,:Bob Raymond:,:Connie Booth:,:Lyn Ashley:,:Rita Davies:,:Maureen Flanagan:,:Peter Brett","tt0072500:,:tt0096548:,:tt0081834:,:tt0092337:,:tt0071075:,:tt2092588:,:tt1806234:,:tt0081912:,:tt0296310:,:tt0353049:,:tt0202477:,:tt0081846","Fawlty Towers:,:Blackadder Goes Forth:,:Das Boot:,:Dekalog:,:The World at War:,:Frozen Planet:,:Human Planet:,:Only Fools and Horses:,:The Blue Planet:,:Chappelle's Show:,:Monty Python's Fliegender Zirkus:,:Cosmos","crossdressing:,:cutout animation:,:monty python:,:sketch comedy:,:surrealism",We interrupt this program to annoy you and make things generally irritating.,https://m.media-amazon.com/images/M/MV5BM2Y1YzZlMmItNDgzYy00N2QzLWE1NjctMDNkNTNhMmY2MDVmXkEyXkFqcGc@._V1_.jpg
61,tt0264235,Curb Your Enthusiasm,True,movie,1800,8.8,155812,Comedy,Larry David stars as an over-the-top version of himself in this comedy series that shows how seemingly trivial details of day-to-day life can precipitate a catastrophic chain of events.,30m,2000.0,United States,,,"Larry David:,:Cheryl Hines:,:Jeff Garlin:,:Susie Essman:,:J.B. Smoove:,:Richard Lewis:,:Ted Danson:,:Bob Einstein:,:Ashly Holloway:,:Shelley Berman:,:Antoinette Spolar:,:Ellia English:,:Vivica A. Fox:,:Vince Vaughn:,:Carla Jeffery:,:Nick Nervies:,:Ann Ryerson:,:Wanda Sykes","tt0098904:,:tt0367279:,:tt0218388:,:tt0472954:,:tt1266020:,:tt0353049:,:tt0386676:,:tt2297757:,:tt0121955:,:tt0141842:,:tt0290978:,:tt7660850","Seinfeld:,:Arrested Development:,:Larry David: Curb Your Enthusiasm:,:It's Always Sunny in Philadelphia:,:Parks and Recreation:,:Chappelle's Show:,:The Office:,:Nathan for You:,:South Park:,:The Sopranos:,:The Office:,:Succession","actor playing himself:,:unlucky:,:bad luck:,:misperception:,:misconception","Nice house.:,:Yeah, come on. I'll give you a tour.:,:Naw, it's ok.:,:No, come on.:,:No, it's ok. I-I get it.:,:You get it?:,:Yeah, it's a house. It's new. I get it. It's nice.:,:You get it? Ok, you know what? Get the fuck out of my house, Larry.",https://m.media-amazon.com/images/M/MV5BZmFiZDY2ZDItZDliOC00Y2JhLTliMWYtODkzMTA0YmIwZDA3XkEyXkFqcGc@._V1_.jpg
62,tt0081834,Das Boot,True,movie,5880,8.8,35866,"Drama:,:War",A World War II German U-Boat crew have a terrifying patrol mission in the early days of the war.,1h 38m,1985.0,"West Germany:,:France:,:United Kingdom:,:Italy",,,"Jürgen Prochnow:,:Herbert Grönemeyer:,:Klaus Wennemann:,:Hubertus Bengsch:,:Martin Semmelrogge:,:Bernd Tauber:,:Erwin Leder:,:Martin May:,:Heinz Hoenig:,:Uwe Ochsenknecht:,:Claude-Oliver Rudolph:,:Jan Fedder:,:Ralf Richter:,:Joachim Bernhard:,:Oliver Stritzel:,:Konrad Becker:,:Lutz Schnell:,:Martin Hemme","tt0092337:,:tt0071075:,:tt2571774:,:tt4742876:,:tt1508238:,:tt1533395:,:tt0063929:,:tt0098769:,:tt2092588:,:tt1877514:,:tt1831164:,:tt0096548","Dekalog:,:The World at War:,:Africa:,:TVF Pitchers:,:Apocalypse: The Second World War:,:Life:,:Monty Python's Flying Circus:,:The Civil War:,:Frozen Planet:,:The Vietnam War:,:Leyla and Mecnun:,:Blackadder Goes Forth","german submarine:,:nazi u boat:,:submarine crew:,:tv series version of movie:,:20th century",,https://m.media-amazon.com/images/M/MV5BZjkzZGM2MGMtN2NjNC00ZWIwLWE2NWItZTVlYmU2NDQ0MzczXkEyXkFqcGc@._V1_.jpg
63,tt5622316,The Chosen,True,movie,3600,9.1,54781,"Drama:,:History","The Chosen is a historical drama based on the life of Jesus and those who knew him. Set against the backdrop of Roman oppression in first-century Israel, the series shares an authentic look at Jesus' revolutionary life and teachings.",1h,2017.0,"Canada:,:United States",,,"Elizabeth Tabish:,:Shahar Isaac:,:Jonathan Roumie:,:Paras Patel:,:Noah James:,:George H. Xanthis:,:Shaan Sharma:,:Jordan Walker Ross:,:Giavani Cairo:,:Nick Shakoour:,:Vanessa Benavente:,:Joey Vahedi:,:Yasmine Al-Bustami:,:Lara Silva:,:Kirk B.R. Woller:,:Brandon Potter:,:Abe Bueno-Jallad:,:Austin Reed Alleman","tt7388562:,:tt0335345:,:tt3832914:,:tt7599146:,:tt13675832:,:tt0805526:,:tt34881149:,:tt21970742:,:tt9129080:,:tt19798740:,:tt10135068:,:tt28459771","Paul, Apostle of Christ:,:The Passion of the Christ:,:War Room:,:Sound of Freedom:,:As If:,:Facing the Giants:,:From the River to the Sea: The Frontiers of Faith:,:Brasil: A Última Cruzada - Nova Edição 200 Anos de Independência:,:O Teatro das Tesouras:,:Pátria Educadora:,:1964: O Brasil Entre Armas e Livros:,:Oficina do Diabo","homicide:,:new testament:,:bible:,:christianity:,:gospel","Jesus, if you do not renounce your words, we will have no choice but to follow the law of Moses.:,:I am the law of Moses.",https://m.media-amazon.com/images/M/MV5BNDgwOTQxMjUtYmNhZi00MGZlLWFiMmEtODNkNzVjNzZmOWY5XkEyXkFqcGc@._V1_.jpg
64,tt3398228,BoJack Horseman,True,movie,1500,8.8,206499,"Animation:,:Comedy:,:Drama","BoJack Horseman was the star of the hit television show ""Horsin' Around"" in the '80s and '90s, but now he's washed up, living in Hollywood, complaining about everything, and wearing colorful sweaters.",25m,2014.0,United States,,,"Will Arnett:,:Amy Sedaris:,:Alison Brie:,:Aaron Paul:,:Paul F. Tompkins:,:Adam Conover:,:Keith Olbermann:,:Diedrich Bader:,:Kristen Schaal:,:Patton Oswalt:,:Raphael Bob-Waksberg:,:Aparna Nancherla:,:J.K. Simmons:,:Stanley Tucci:,:Wendie Malick:,:Angela Bassett:,:Rami Malek:,:Stephanie Beatriz","tt2861424:,:tt6170752:,:tt0121955:,:tt0386676:,:tt2085059:,:tt0903747:,:tt3032476:,:tt0149460:,:tt0096697:,:tt0877057:,:tt0367279:,:tt0108778","Rick and Morty:,:Horsin' Around:,:South Park:,:The Office:,:Black Mirror:,:Breaking Bad:,:Better Call Saul:,:Futurama:,:The Simpsons:,:Death Note:,:Arrested Development:,:Friends","sadness:,:anthropomorphism:,:dark comedy:,:anthropomorphic animal:,:talking animal","Mr. Peanutbutter: The universe is a cruel, uncaring void. The key to being happy isn't the search for meaning; is to just keep yourself busy with unimportant nonsense, and eventually, you will be dead.",https://m.media-amazon.com/images/M/MV5BZmMwMDlkNTEtMmQzZS00ODQ0LWJlZmItOTgwYWMwZGM4MzFiXkEyXkFqcGc@._V1_.jpg
65,tt0072500,Fawlty Towers,True,movie,1800,8.8,104469,Comedy,"Hotel owner Basil Fawlty's incompetence, short fuse, and arrogance form a combination that ensures accidents and trouble are never far away.",30m,1975.0,United Kingdom,,,"John Cleese:,:Prunella Scales:,:Andrew Sachs:,:Connie Booth:,:Ballard Berkeley:,:Gilly Flower:,:Renee Roberts:,:Brian Hall:,:Terence Conoley:,:Elizabeth Benson:,:George Lee:,:Bernard Cribbins:,:Michael Gwynn:,:André Maranne:,:Geoffrey Palmer:,:Nicky Henson:,:Bruce Boa:,:Ken Campbell","tt0096548:,:tt0063929:,:tt0081912:,:tt1788992:,:tt0088484:,:tt0111958:,:tt0092324:,:tt2571774:,:tt0296310:,:tt0081834:,:tt0092337:,:tt4934214","Blackadder Goes Forth:,:Monty Python's Flying Circus:,:Only Fools and Horses:,:Fawlty Towers: Re-Opened:,:Blackadder II:,:Father Ted:,:Blackadder the Third:,:Africa:,:The Blue Planet:,:Das Boot:,:Dekalog:,:Taskmaster","farce:,:manic:,:class prejudice:,:snob:,:slapstick comedy","Where's Sybil?:,:¿Que?:,:Where's Sybil?:,:Where's... the bill?:,:No, not a bill! I own the place!",https://m.media-amazon.com/images/M/MV5BODM5YWE5NDAtZTU4MC00YWI0LThjMjItNTlhMTQ5Y2Y5NWJiXkEyXkFqcGc@._V1_.jpg
66,tt1831164,Leyla and Mecnun,True,movie,5400,9.1,99399,"Adventure:,:Comedy:,:Drama","It is an unique and heartwarming show follows the extraordinary journey of a couple named Leyla and Mecnun. With Ali Atay portraying Mecnun and Ezgi Asaroglu as Leyla, the series has garnered a massive fan base and critical acclaim.",1h 30m,2011.0,Turkey,,,"Ali Atay:,:Serkan Keskin:,:Osman Sonant:,:Ahmet Mümtaz Taylan:,:Cengiz Bozkurt:,:Köksal Engür:,:Ege Tanman:,:Nalan Kuruçim:,:Engin Günay:,:Neslihan Aker:,:Istar Gökseven:,:Sebahat Adalar:,:Güliz Gençoglu:,:Sarp Aydinoglu:,:Mustafa Asik:,:Mehmet Usta:,:Onursal Yildirim:,:Ipek Türktan","tt7920978:,:tt13675832:,:tt4742876:,:tt0081834:,:tt0092337:,:tt2571774:,:tt1533395:,:tt1534360:,:tt1795096:,:tt0096548:,:tt6769208:,:tt1508238","Persona:,:As If:,:TVF Pitchers:,:Das Boot:,:Dekalog:,:Africa:,:Life:,:Ezel:,:Behzat Ç: An Ankara Detective Story:,:Blackadder Goes Forth:,:Blue Planet II:,:Apocalypse: The Second World War","character names as title:,:epic story:,:unforgettable love:,:first kiss in space:,:tragic ending",,https://m.media-amazon.com/images/M/MV5BNzQ4ZTMxM2UtYTY2MS00NjlmLTlmNmYtYWFmMjMyMzZmZjZkXkEyXkFqcGc@._V1_.jpg
